Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	TP/FP/FN
277	Spectrogram 1	1	9232.531280518	9233.018768311	125	155	FP
120	Spectrogram 1	1	9281.074101884	9282.603292471	48.7	175.4	FN
278	Spectrogram 1	1	9283.160369873	9283.508575439	95	125	FP
279	Spectrogram 1	1	9288.801300049	9289.567352295	95	145	FP
280	Spectrogram 1	1	9312.270355225	9313.036407471	75	185	FP
281	Spectrogram 1	1	9362.760162354	9363.247650146	195	245	FP
282	Spectrogram 1	1	9402.873443604	9403.500213623	175	225	FP
121	Spectrogram 1	1	9412.654275663	9414.016645458	60	139.2	FN
122	Spectrogram 1	1	9423.859072143	9425.3326558	37.3	116.5	FN
283	Spectrogram 1	1	9446.259857178	9447.16519165	55	165	FP
123	Spectrogram 1	1	9461.488379619	9463.239997927	46.4	148.2	FN
284	Spectrogram 1	1	9484.980316162	9485.676727295	45	95	FP
124	Spectrogram 1	1	9492.711732088	9494.240922675	41.9	164	FN
