Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	TP/FP/FN
383	Waveform 1	1	17374.765489523	17376.183466249	62.2	182.1	FN
384	Waveform 1	1	17393.703704834	17394.191192627	67.0	226.0	FP
385	Waveform 1	1	17404.010589600	17404.498077393	67.0	226.0	FP
386	Waveform 1	1	17470.169647217	17470.866058350	67.0	226.0	TP
387	Waveform 1	1	17515.823870697	17516.991616236	89.4	179.9	FN
388	Waveform 1	1	17589.116668701	17590.509490967	67.0	226.0	FP
389	Waveform 1	1	17641.695709229	17642.252838135	67.0	226.0	TP
390	Waveform 1	1	17743.162811279	17743.650299072	67.0	226.0	FP
391	Waveform 1	1	17921.792266846	17922.349395752	67.0	226.0	TP
392	Waveform 1	1	18012.952484131	18013.788177490	67.0	226.0	FP
393	Waveform 1	1	18072.711732088	18073.518032580	112.0	207.0	FN
394	Waveform 1	1	18122.516183084	18123.711732088	80.3	182.1	FN
395	Waveform 1	1	18151.267801393	18152.491153862	114.3	195.7	FN
396	Waveform 1	1	18193.879477627	18194.796991979	134.6	182.1	FN
397	Waveform 1	1	18266.599593480	18268.629246440	66.8	184.4	FN
398	Waveform 1	1	18275.986968994	18276.683380127	67.0	226.0	FP
399	Waveform 1	1	18301.475616455	18302.311309814	67.0	226.0	FP
400	Waveform 1	1	18361.158050537	18362.690155029	67.0	226.0	FP
401	Waveform 1	1	18394.376861572	18395.073272705	67.0	226.0	FP
402	Waveform 1	1	18448.737686058	18450.600518228	105.2	191.2	FN
403	Waveform 1	1	18494.210344967	18495.350287041	89.4	186.7	FN
404	Waveform 1	1	18592.017570206	18593.046298419	118.8	179.9	FN
405	Waveform 1	1	18629.182541502	18630.100055854	89.4	186.7	FN
406	Waveform 1	1	18685.894561768	18686.382049561	67.0	226.0	TP
407	Waveform 1	1	18699.961963275	18700.768263766	84.9	139.2	FN
408	Waveform 1	1	18873.298797607	18873.925567627	67.0	226.0	FP
409	Waveform 1	1	19031.175201416	19032.150177002	67.0	226.0	TP
410	Waveform 1	1	19176.307281494	19177.003692627	67.0	226.0	FP
411	Waveform 1	1	19201.462425649	19202.518957327	87.1	186.7	FN
412	Waveform 1	1	19376.873687744	19378.057586670	67.0	226.0	FP
