Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	TP/FP/FN
232	Spectrogram 1	1	17717.07618097	17717.966009668	63.3	155.5	FN
233	Spectrogram 1	1	17977.838911628	17979.279586663	65.6	173.9	FN
234	Spectrogram 1	1	18087.766873807	18089.101616854	67.9	162.4	FN
235	Spectrogram 1	1	18390.199060041	18390.64397439	72.5	141.7	FN
236	Spectrogram 1	1	18408.406705048	18409.656702505	70.2	157.8	FN
136	Spectrogram 1	1	18409.071136475	18409.628265381	120	165	TP
237	Spectrogram 1	1	18591.716032556	18593.326198772	51.8	190	FN
238	Spectrogram 1	1	18624.563478287	18625.135511021	107.1	178.5	FN
239	Spectrogram 1	1	18656.881264078	18657.64397439	109.4	180.8	FN
137	Spectrogram 1	1	18750.869720459	18751.705413818	75	135	FP
240	Spectrogram 1	1	18842.999914008	18843.932115501	79.4	187.7	TP
139	Spectrogram 1	1	18932.284820557	18933.050872803	105	150	TP
141	Spectrogram 1	1	18987.719146729	18988.485198975	75	120	FP
142	Spectrogram 1	1	19100.189544678	19101.234161377	90	180	FP
242	Spectrogram 1	1	19106.940604301	19107.851619397	107.1	199.3	FN
143	Spectrogram 1	1	19113.908843994	19114.88381958	75	165	FP
144	Spectrogram 1	1	19179.719696045	19180.625030518	75	135	FP
145	Spectrogram 1	1	19195.876434326	19196.572845459	75	135	FP
146	Spectrogram 1	1	19209.665374756	19210.570709229	120	165	FP
147	Spectrogram 1	1	19251.171478271	19251.589324951	150	195	FP
148	Spectrogram 1	1	19274.9190979	19275.406585693	90	180	FP
149	Spectrogram 1	1	19289.543731689	19290.379425049	105	150	FP
243	Spectrogram 1	1	19397.987226583	19398.877055281	84.1	183.1	FN
244	Spectrogram 1	1	19411.665079408	19412.872704069	88.7	213.1	FN
150	Spectrogram 1	1	19446.305877686	19447.211212158	90	135	FP
151	Spectrogram 1	1	19454.523529053	19455.498504639	105	165	FP
245	Spectrogram 1	1	19498.453215432	19499.512535311	107.1	220	FN
152	Spectrogram 1	1	19525.627105713	19526.602081299	105	195	TP
153	Spectrogram 1	1	19547.285491943	19547.84262085	90	135	FP
154	Spectrogram 1	1	19553.344268799	19554.667449951	75	195	TP
248	Spectrogram 1	1	19600.800666249	19602.114222898	107.1	233.8	FN
155	Spectrogram 1	1	19619.572967529	19620.408660889	150	195	FP
156	Spectrogram 1	1	19634.963653564	19635.868988037	90	150	FP
249	Spectrogram 1	1	19816.991343827	19818.050663706	125.5	240.7	FN
250	Spectrogram 1	1	20064.41930092	20065.415061606	74.8	164.7	FN
251	Spectrogram 1	1	20238.025227821	20238.745565339	79.4	171.6	FN
252	Spectrogram 1	1	20548.626895064	20549.389605377	104.8	215.4	FN
253	Spectrogram 1	1	20560.944721545	20562.067600617	127.8	233.8	FN
254	Spectrogram 1	1	20621.067590444	20621.999791937	84.1	180.8	FN
255	Spectrogram 1	1	20864.563376561	20865.559137247	72.5	180.8	FN
257	Spectrogram 1	1	20892.495578055	20893.364220355	93.3	197	FN
256	Spectrogram 1	1	20911.13960792	20911.987063823	109.4	201.6	FN
258	Spectrogram 1	1	20994.817623505	20995.707452203	109.4	192.3	FN
259	Spectrogram 1	1	21245.639653696	21246.635414382	100.2	171.6	FN
260	Spectrogram 1	1	21249.117009524	21250.091583812	107.1	162.4	FN
261	Spectrogram 1	1	21251.68056363	21252.697510714	111.7	173.9	FN
262	Spectrogram 1	1	21262.95172714	21263.566132669	104.8	164.7	FN
263	Spectrogram 1	1	21271.023744615	21271.68052294	91	164.7	FN
