Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	TP/FP/FN
323	Waveform 1	1	20560.944721545	20562.067600617	127.8	233.8	FN
324	Waveform 1	1	20621.067590444	20621.999791937	84.1	180.8	FN
325	Waveform 1	1	20864.563376561	20865.559137247	72.5	180.8	FN
326	Waveform 1	1	20892.495578055	20893.364220355	93.3	197.0	FN
327	Waveform 1	1	20911.139607920	20911.987063823	109.4	201.6	FN
328	Waveform 1	1	20994.817623505	20995.707452203	109.4	192.3	FN
329	Waveform 1	1	21227.655914307	21228.352325439	67.0	226.0	FP
330	Waveform 1	1	21245.639653696	21246.635414382	100.2	171.6	FN
331	Waveform 1	1	21249.117009524	21250.091583812	107.1	162.4	FN
332	Waveform 1	1	21251.680563630	21252.697510714	111.7	173.9	FN
333	Waveform 1	1	21262.951727140	21263.566132669	104.8	164.7	FN
334	Waveform 1	1	21271.023744615	21271.680522940	91.0	164.7	FN
