Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Frame Duration	Reason
626	Waveform 1	1	5958.493621826	5959.886444092	67.0	226.0	0.3000	20	Detection
626	Spectrogram 1	1	5958.493621826	5959.886444092	67.0	226.0	0.3000	20	Detection
627	Waveform 1	1	5967.546966553	5967.616607666	67.0	226.0	1.0000	1	Too short
627	Spectrogram 1	1	5967.546966553	5967.616607666	67.0	226.0	1.0000	1	Too short
628	Waveform 1	1	5974.720001221	5975.973541260	67.0	226.0	0.3889	18	Detection
628	Spectrogram 1	1	5974.720001221	5975.973541260	67.0	226.0	0.3889	18	Detection
629	Waveform 1	1	5995.542694092	5995.612335205	67.0	226.0	1.0000	1	Too short
629	Spectrogram 1	1	5995.542694092	5995.612335205	67.0	226.0	1.0000	1	Too short
630	Waveform 1	1	6004.038909912	6004.108551025	67.0	226.0	1.0000	1	Too short
630	Spectrogram 1	1	6004.038909912	6004.108551025	67.0	226.0	1.0000	1	Too short
631	Waveform 1	1	6017.827850342	6018.593902588	67.0	226.0	0.9091	11	Detection
631	Spectrogram 1	1	6017.827850342	6018.593902588	67.0	226.0	0.9091	11	Detection
632	Waveform 1	1	6026.254425049	6026.324066162	67.0	226.0	1.0000	1	Too short
632	Spectrogram 1	1	6026.254425049	6026.324066162	67.0	226.0	1.0000	1	Too short
633	Waveform 1	1	6031.407867432	6031.825714111	67.0	226.0	0.3333	6	Too short
633	Spectrogram 1	1	6031.407867432	6031.825714111	67.0	226.0	0.3333	6	Too short
634	Waveform 1	1	6036.909515381	6037.118438721	67.0	226.0	1.0000	3	Too short
634	Spectrogram 1	1	6036.909515381	6037.118438721	67.0	226.0	1.0000	3	Too short
635	Waveform 1	1	6041.505828857	6041.993316650	67.0	226.0	0.7143	7	Detection
635	Spectrogram 1	1	6041.505828857	6041.993316650	67.0	226.0	0.7143	7	Detection
636	Waveform 1	1	6053.623382568	6053.693023682	67.0	226.0	1.0000	1	Too short
636	Spectrogram 1	1	6053.623382568	6053.693023682	67.0	226.0	1.0000	1	Too short
637	Waveform 1	1	6059.960723877	6065.880218506	67.0	226.0	0.0824	85	Too long
637	Spectrogram 1	1	6059.960723877	6065.880218506	67.0	226.0	0.0824	85	Too long
638	Waveform 1	1	6075.769256592	6075.838897705	67.0	226.0	1.0000	1	Too short
638	Spectrogram 1	1	6075.769256592	6075.838897705	67.0	226.0	1.0000	1	Too short
639	Waveform 1	1	6086.424346924	6086.911834717	67.0	226.0	1.0000	7	Detection
639	Spectrogram 1	1	6086.424346924	6086.911834717	67.0	226.0	1.0000	7	Detection
640	Waveform 1	1	6095.686614990	6099.447235107	67.0	226.0	0.2222	54	Too long
640	Spectrogram 1	1	6095.686614990	6099.447235107	67.0	226.0	0.2222	54	Too long
641	Waveform 1	1	6104.739959717	6105.157806396	67.0	226.0	1.0000	6	Too short
641	Spectrogram 1	1	6104.739959717	6105.157806396	67.0	226.0	1.0000	6	Too short
642	Waveform 1	1	6116.787872314	6116.857513428	67.0	226.0	1.0000	1	Too short
642	Spectrogram 1	1	6116.787872314	6116.857513428	67.0	226.0	1.0000	1	Too short
643	Waveform 1	1	6119.991363525	6120.827056885	67.0	226.0	0.3333	12	Detection
643	Spectrogram 1	1	6119.991363525	6120.827056885	67.0	226.0	0.3333	12	Detection
644	Waveform 1	1	6129.323272705	6130.019683838	67.0	226.0	0.4000	10	Detection
644	Spectrogram 1	1	6129.323272705	6130.019683838	67.0	226.0	0.4000	10	Detection
645	Waveform 1	1	6134.058868408	6134.198150635	67.0	226.0	1.0000	2	Too short
645	Spectrogram 1	1	6134.058868408	6134.198150635	67.0	226.0	1.0000	2	Too short
646	Waveform 1	1	6154.811920166	6154.881561279	67.0	226.0	1.0000	1	Too short
646	Spectrogram 1	1	6154.811920166	6154.881561279	67.0	226.0	1.0000	1	Too short
647	Waveform 1	1	6172.779327393	6174.172149658	67.0	226.0	0.1000	20	Too sparse
647	Spectrogram 1	1	6172.779327393	6174.172149658	67.0	226.0	0.1000	20	Too sparse
648	Waveform 1	1	6180.091644287	6180.857696533	67.0	226.0	0.1818	11	Detection
648	Spectrogram 1	1	6180.091644287	6180.857696533	67.0	226.0	0.1818	11	Detection
649	Waveform 1	1	6190.398529053	6191.930633545	67.0	226.0	0.1818	22	Detection
649	Spectrogram 1	1	6190.398529053	6191.930633545	67.0	226.0	0.1818	22	Detection
650	Waveform 1	1	6195.691253662	6196.248382568	67.0	226.0	0.2500	8	Detection
650	Spectrogram 1	1	6195.691253662	6196.248382568	67.0	226.0	0.2500	8	Detection
651	Waveform 1	1	6206.973114014	6207.599884033	67.0	226.0	0.2222	9	Detection
651	Spectrogram 1	1	6206.973114014	6207.599884033	67.0	226.0	0.2222	9	Detection
652	Waveform 1	1	6220.831695557	6223.408416748	67.0	226.0	0.0541	37	Too long
652	Spectrogram 1	1	6220.831695557	6223.408416748	67.0	226.0	0.0541	37	Too long
653	Waveform 1	1	6236.152740479	6236.222381592	67.0	226.0	1.0000	1	Too short
653	Spectrogram 1	1	6236.152740479	6236.222381592	67.0	226.0	1.0000	1	Too short
654	Waveform 1	1	6244.300750732	6244.370391846	67.0	226.0	1.0000	1	Too short
654	Spectrogram 1	1	6244.300750732	6244.370391846	67.0	226.0	1.0000	1	Too short
655	Waveform 1	1	6250.777374268	6250.847015381	67.0	226.0	1.0000	1	Too short
655	Spectrogram 1	1	6250.777374268	6250.847015381	67.0	226.0	1.0000	1	Too short
656	Waveform 1	1	6259.552154541	6259.621795654	67.0	226.0	1.0000	1	Too short
656	Spectrogram 1	1	6259.552154541	6259.621795654	67.0	226.0	1.0000	1	Too short
657	Waveform 1	1	6265.402008057	6265.541290283	67.0	226.0	1.0000	2	Too short
657	Spectrogram 1	1	6265.402008057	6265.541290283	67.0	226.0	1.0000	2	Too short
658	Waveform 1	1	6274.733917236	6274.803558350	67.0	226.0	1.0000	1	Too short
658	Spectrogram 1	1	6274.733917236	6274.803558350	67.0	226.0	1.0000	1	Too short
659	Waveform 1	1	6282.951568604	6283.021209717	67.0	226.0	1.0000	1	Too short
659	Spectrogram 1	1	6282.951568604	6283.021209717	67.0	226.0	1.0000	1	Too short
660	Waveform 1	1	6294.303070068	6294.442352295	67.0	226.0	1.0000	2	Too short
660	Spectrogram 1	1	6294.303070068	6294.442352295	67.0	226.0	1.0000	2	Too short
661	Waveform 1	1	6298.620819092	6302.729644775	67.0	226.0	0.1525	59	Too long
661	Spectrogram 1	1	6298.620819092	6302.729644775	67.0	226.0	0.1525	59	Too long
662	Waveform 1	1	6306.699188232	6307.117034912	67.0	226.0	0.3333	6	Too short
662	Spectrogram 1	1	6306.699188232	6307.117034912	67.0	226.0	0.3333	6	Too short
663	Waveform 1	1	6317.632843018	6318.120330811	67.0	226.0	0.5714	7	Detection
663	Spectrogram 1	1	6317.632843018	6318.120330811	67.0	226.0	0.5714	7	Detection
664	Waveform 1	1	6323.413055420	6325.711212158	67.0	226.0	0.0606	33	Too long
664	Spectrogram 1	1	6323.413055420	6325.711212158	67.0	226.0	0.0606	33	Too long
665	Waveform 1	1	6328.775421143	6328.845062256	67.0	226.0	1.0000	1	Too short
665	Spectrogram 1	1	6328.775421143	6328.845062256	67.0	226.0	1.0000	1	Too short
666	Waveform 1	1	6334.834197998	6334.903839111	67.0	226.0	1.0000	1	Too short
666	Spectrogram 1	1	6334.834197998	6334.903839111	67.0	226.0	1.0000	1	Too short
667	Waveform 1	1	6339.291229248	6339.639434814	67.0	226.0	0.6000	5	Too short
667	Spectrogram 1	1	6339.291229248	6339.639434814	67.0	226.0	0.6000	5	Too short
668	Waveform 1	1	6344.723236084	6353.498016357	67.0	226.0	0.1032	126	Too long
668	Spectrogram 1	1	6344.723236084	6353.498016357	67.0	226.0	0.1032	126	Too long
669	Waveform 1	1	6356.562225342	6361.228179932	67.0	226.0	0.1940	67	Too long
669	Spectrogram 1	1	6356.562225342	6361.228179932	67.0	226.0	0.1940	67	Too long
670	Waveform 1	1	6368.540496826	6375.226043701	67.0	226.0	0.1458	96	Too long
670	Spectrogram 1	1	6368.540496826	6375.226043701	67.0	226.0	0.1458	96	Too long
671	Waveform 1	1	6380.518768311	6386.647186279	67.0	226.0	0.2500	88	Too long
671	Spectrogram 1	1	6380.518768311	6386.647186279	67.0	226.0	0.2500	88	Too long
672	Waveform 1	1	6395.352325439	6398.137969971	67.0	226.0	0.2250	40	Too long
672	Spectrogram 1	1	6395.352325439	6398.137969971	67.0	226.0	0.2250	40	Too long
673	Waveform 1	1	6406.982391357	6407.957366943	67.0	226.0	0.5714	14	Detection
673	Spectrogram 1	1	6406.982391357	6407.957366943	67.0	226.0	0.5714	14	Detection
674	Waveform 1	1	6411.926910400	6412.135833740	67.0	226.0	1.0000	3	Too short
674	Spectrogram 1	1	6411.926910400	6412.135833740	67.0	226.0	1.0000	3	Too short
675	Waveform 1	1	6416.592864990	6418.682098389	67.0	226.0	0.0667	30	Too long
675	Spectrogram 1	1	6416.592864990	6418.682098389	67.0	226.0	0.0667	30	Too long
676	Waveform 1	1	6432.610321045	6433.724578857	67.0	226.0	0.3125	16	Detection
676	Spectrogram 1	1	6432.610321045	6433.724578857	67.0	226.0	0.3125	16	Detection
677	Waveform 1	1	6443.474334717	6443.822540283	67.0	226.0	0.6000	5	Too short
677	Spectrogram 1	1	6443.474334717	6443.822540283	67.0	226.0	0.6000	5	Too short
678	Waveform 1	1	6452.458038330	6452.666961670	67.0	226.0	1.0000	3	Too short
678	Spectrogram 1	1	6452.458038330	6452.666961670	67.0	226.0	1.0000	3	Too short
679	Waveform 1	1	6459.352508545	6461.929229736	67.0	226.0	0.0811	37	Too long
679	Spectrogram 1	1	6459.352508545	6461.929229736	67.0	226.0	0.0811	37	Too long
680	Waveform 1	1	6470.146881104	6474.464630127	67.0	226.0	0.1129	62	Too long
680	Spectrogram 1	1	6470.146881104	6474.464630127	67.0	226.0	0.1129	62	Too long
681	Waveform 1	1	6478.434173584	6478.503814697	67.0	226.0	1.0000	1	Too short
681	Spectrogram 1	1	6478.434173584	6478.503814697	67.0	226.0	1.0000	1	Too short
682	Waveform 1	1	6485.607208252	6488.671417236	67.0	226.0	0.1364	44	Too long
682	Spectrogram 1	1	6485.607208252	6488.671417236	67.0	226.0	0.1364	44	Too long
683	Waveform 1	1	6496.262298584	6501.485382080	67.0	226.0	0.2800	75	Too long
683	Spectrogram 1	1	6496.262298584	6501.485382080	67.0	226.0	0.2800	75	Too long
684	Waveform 1	1	6512.488677979	6512.767242432	67.0	226.0	1.0000	4	Too short
684	Spectrogram 1	1	6512.488677979	6512.767242432	67.0	226.0	1.0000	4	Too short
685	Waveform 1	1	6516.040374756	6516.318939209	67.0	226.0	1.0000	4	Too short
685	Spectrogram 1	1	6516.040374756	6516.318939209	67.0	226.0	1.0000	4	Too short
686	Waveform 1	1	6520.706329346	6523.840179443	67.0	226.0	0.1778	45	Too long
686	Spectrogram 1	1	6520.706329346	6523.840179443	67.0	226.0	0.1778	45	Too long
687	Waveform 1	1	6532.057830811	6532.127471924	67.0	226.0	1.0000	1	Too short
687	Spectrogram 1	1	6532.057830811	6532.127471924	67.0	226.0	1.0000	1	Too short
688	Waveform 1	1	6535.679168701	6535.748809814	67.0	226.0	1.0000	1	Too short
688	Spectrogram 1	1	6535.679168701	6535.748809814	67.0	226.0	1.0000	1	Too short
689	Waveform 1	1	6547.448516846	6557.407196045	67.0	226.0	0.1189	143	Too long
689	Spectrogram 1	1	6547.448516846	6557.407196045	67.0	226.0	0.1189	143	Too long
690	Waveform 1	1	6561.655303955	6567.226593018	67.0	226.0	0.0625	80	Too long
690	Spectrogram 1	1	6561.655303955	6567.226593018	67.0	226.0	0.0625	80	Too long
691	Waveform 1	1	6570.639007568	6570.708648682	67.0	226.0	1.0000	1	Too short
691	Spectrogram 1	1	6570.639007568	6570.708648682	67.0	226.0	1.0000	1	Too short
692	Waveform 1	1	6574.538909912	6574.747833252	67.0	226.0	1.0000	3	Too short
692	Spectrogram 1	1	6574.538909912	6574.747833252	67.0	226.0	1.0000	3	Too short
693	Waveform 1	1	6581.642303467	6581.711944580	67.0	226.0	1.0000	1	Too short
693	Spectrogram 1	1	6581.642303467	6581.711944580	67.0	226.0	1.0000	1	Too short
694	Waveform 1	1	6589.651031494	6589.720672607	67.0	226.0	1.0000	1	Too short
694	Spectrogram 1	1	6589.651031494	6589.720672607	67.0	226.0	1.0000	1	Too short
695	Waveform 1	1	6598.007965088	6602.047149658	67.0	226.0	0.1379	58	Too long
695	Spectrogram 1	1	6598.007965088	6602.047149658	67.0	226.0	0.1379	58	Too long
696	Waveform 1	1	6610.961212158	6619.666351318	67.0	226.0	0.0880	125	Too long
696	Spectrogram 1	1	6610.961212158	6619.666351318	67.0	226.0	0.0880	125	Too long
697	Waveform 1	1	6644.249664307	6644.319305420	67.0	226.0	1.0000	1	Too short
697	Spectrogram 1	1	6644.249664307	6644.319305420	67.0	226.0	1.0000	1	Too short
698	Waveform 1	1	6648.149566650	6648.288848877	67.0	226.0	1.0000	2	Too short
698	Spectrogram 1	1	6648.149566650	6648.288848877	67.0	226.0	1.0000	2	Too short
699	Waveform 1	1	6653.094085693	6653.163726807	67.0	226.0	1.0000	1	Too short
699	Spectrogram 1	1	6653.094085693	6653.163726807	67.0	226.0	1.0000	1	Too short
700	Waveform 1	1	6656.158294678	6656.227935791	67.0	226.0	1.0000	1	Too short
700	Spectrogram 1	1	6656.158294678	6656.227935791	67.0	226.0	1.0000	1	Too short
701	Waveform 1	1	6668.763336182	6671.966827393	67.0	226.0	0.1739	46	Too long
701	Spectrogram 1	1	6668.763336182	6671.966827393	67.0	226.0	0.1739	46	Too long
702	Waveform 1	1	6676.632781982	6677.468475342	67.0	226.0	0.3333	12	Detection
702	Spectrogram 1	1	6676.632781982	6677.468475342	67.0	226.0	0.3333	12	Detection
703	Waveform 1	1	6686.661102295	6694.182342529	67.0	226.0	0.1111	108	Too long
703	Spectrogram 1	1	6686.661102295	6694.182342529	67.0	226.0	0.1111	108	Too long
704	Waveform 1	1	6697.734039307	6698.012603760	67.0	226.0	1.0000	4	Too short
704	Spectrogram 1	1	6697.734039307	6698.012603760	67.0	226.0	1.0000	4	Too short
705	Waveform 1	1	6702.887481689	6708.598052979	67.0	226.0	0.1098	82	Too long
705	Spectrogram 1	1	6702.887481689	6708.598052979	67.0	226.0	0.1098	82	Too long
706	Waveform 1	1	6714.656829834	6715.005035400	67.0	226.0	0.6000	5	Too short
706	Spectrogram 1	1	6714.656829834	6715.005035400	67.0	226.0	0.6000	5	Too short
707	Waveform 1	1	6720.506683350	6720.576324463	67.0	226.0	1.0000	1	Too short
707	Spectrogram 1	1	6720.506683350	6720.576324463	67.0	226.0	1.0000	1	Too short
708	Waveform 1	1	6727.122589111	6732.276031494	67.0	226.0	0.1622	74	Too long
708	Spectrogram 1	1	6727.122589111	6732.276031494	67.0	226.0	0.1622	74	Too long
709	Waveform 1	1	6738.891937256	6745.159637451	67.0	226.0	0.0667	90	Too long
709	Spectrogram 1	1	6738.891937256	6745.159637451	67.0	226.0	0.0667	90	Too long
710	Waveform 1	1	6754.212982178	6755.187957764	67.0	226.0	0.1429	14	Too sparse
710	Spectrogram 1	1	6754.212982178	6755.187957764	67.0	226.0	0.1429	14	Too sparse
711	Waveform 1	1	6761.316375732	6766.957305908	67.0	226.0	0.1975	81	Too long
711	Spectrogram 1	1	6761.316375732	6766.957305908	67.0	226.0	0.1975	81	Too long
712	Waveform 1	1	6775.314239502	6778.169525146	67.0	226.0	0.1463	41	Too long
712	Spectrogram 1	1	6775.314239502	6778.169525146	67.0	226.0	0.1463	41	Too long
713	Waveform 1	1	6788.546051025	6788.894256592	67.0	226.0	1.0000	5	Too short
713	Spectrogram 1	1	6788.546051025	6788.894256592	67.0	226.0	1.0000	5	Too short
714	Waveform 1	1	6794.047698975	6794.953033447	67.0	226.0	0.4615	13	Detection
714	Spectrogram 1	1	6794.047698975	6794.953033447	67.0	226.0	0.4615	13	Detection
715	Waveform 1	1	6799.897552490	6799.967193604	67.0	226.0	1.0000	1	Too short
715	Spectrogram 1	1	6799.897552490	6799.967193604	67.0	226.0	1.0000	1	Too short
716	Waveform 1	1	6804.076019287	6805.259918213	67.0	226.0	0.1176	17	Too sparse
716	Spectrogram 1	1	6804.076019287	6805.259918213	67.0	226.0	0.1176	17	Too sparse
717	Waveform 1	1	6815.497161865	6815.706085205	67.0	226.0	1.0000	3	Too short
717	Spectrogram 1	1	6815.497161865	6815.706085205	67.0	226.0	1.0000	3	Too short
718	Waveform 1	1	6823.714813232	6823.784454346	67.0	226.0	1.0000	1	Too short
718	Spectrogram 1	1	6823.714813232	6823.784454346	67.0	226.0	1.0000	1	Too short
719	Waveform 1	1	6830.191436768	6830.261077881	67.0	226.0	1.0000	1	Too short
719	Spectrogram 1	1	6830.191436768	6830.261077881	67.0	226.0	1.0000	1	Too short
720	Waveform 1	1	6833.464569092	6833.534210205	67.0	226.0	1.0000	1	Too short
720	Spectrogram 1	1	6833.464569092	6833.534210205	67.0	226.0	1.0000	1	Too short
721	Waveform 1	1	6837.712677002	6837.782318115	67.0	226.0	1.0000	1	Too short
721	Spectrogram 1	1	6837.712677002	6837.782318115	67.0	226.0	1.0000	1	Too short
722	Waveform 1	1	6843.632171631	6844.816070557	67.0	226.0	0.1765	17	Detection
722	Spectrogram 1	1	6843.632171631	6844.816070557	67.0	226.0	0.1765	17	Detection
723	Waveform 1	1	6851.501617432	6858.256805420	67.0	226.0	0.1443	97	Too long
723	Spectrogram 1	1	6851.501617432	6858.256805420	67.0	226.0	0.1443	97	Too long
724	Waveform 1	1	6864.663787842	6865.151275635	67.0	226.0	1.0000	7	Detection
724	Spectrogram 1	1	6864.663787842	6865.151275635	67.0	226.0	1.0000	7	Detection
725	Waveform 1	1	6870.513641357	6870.583282471	67.0	226.0	1.0000	1	Too short
725	Spectrogram 1	1	6870.513641357	6870.583282471	67.0	226.0	1.0000	1	Too short
726	Waveform 1	1	6878.800933838	6878.870574951	67.0	226.0	1.0000	1	Too short
726	Spectrogram 1	1	6878.800933838	6878.870574951	67.0	226.0	1.0000	1	Too short
727	Waveform 1	1	6882.074066162	6882.213348389	67.0	226.0	1.0000	2	Too short
727	Spectrogram 1	1	6882.074066162	6882.213348389	67.0	226.0	1.0000	2	Too short
728	Waveform 1	1	6886.391815186	6886.461456299	67.0	226.0	1.0000	1	Too short
728	Spectrogram 1	1	6886.391815186	6886.461456299	67.0	226.0	1.0000	1	Too short
729	Waveform 1	1	6896.141571045	6900.459320068	67.0	226.0	0.1290	62	Too long
729	Spectrogram 1	1	6896.141571045	6900.459320068	67.0	226.0	0.1290	62	Too long
730	Waveform 1	1	6914.944671631	6917.730316162	67.0	226.0	0.1750	40	Too long
730	Spectrogram 1	1	6914.944671631	6917.730316162	67.0	226.0	0.1750	40	Too long
731	Waveform 1	1	6923.440887451	6923.510528564	67.0	226.0	1.0000	1	Too short
731	Spectrogram 1	1	6923.440887451	6923.510528564	67.0	226.0	1.0000	1	Too short
732	Waveform 1	1	6927.410430908	6928.803253174	67.0	226.0	0.1500	20	Detection
732	Spectrogram 1	1	6927.410430908	6928.803253174	67.0	226.0	0.1500	20	Detection
733	Waveform 1	1	6937.229827881	6942.313629150	67.0	226.0	0.2329	73	Too long
733	Spectrogram 1	1	6937.229827881	6942.313629150	67.0	226.0	0.2329	73	Too long
734	Waveform 1	1	6950.879486084	6951.018768311	67.0	226.0	1.0000	2	Too short
734	Spectrogram 1	1	6950.879486084	6951.018768311	67.0	226.0	1.0000	2	Too short
735	Waveform 1	1	6961.325653076	6968.080841064	67.0	226.0	0.0412	97	Too long
735	Spectrogram 1	1	6961.325653076	6968.080841064	67.0	226.0	0.0412	97	Too long
736	Waveform 1	1	6981.660858154	6981.869781494	67.0	226.0	1.0000	3	Too short
736	Spectrogram 1	1	6981.660858154	6981.869781494	67.0	226.0	1.0000	3	Too short
737	Waveform 1	1	6984.864349365	6984.933990479	67.0	226.0	1.0000	1	Too short
737	Spectrogram 1	1	6984.864349365	6984.933990479	67.0	226.0	1.0000	1	Too short
738	Waveform 1	1	6992.803436279	6995.310516357	67.0	226.0	0.1944	36	Too long
738	Spectrogram 1	1	6992.803436279	6995.310516357	67.0	226.0	0.1944	36	Too long
739	Waveform 1	1	7002.204986572	7008.403045654	67.0	226.0	0.0787	89	Too long
739	Spectrogram 1	1	7002.204986572	7008.403045654	67.0	226.0	0.0787	89	Too long
740	Waveform 1	1	7018.292083740	7018.361724854	67.0	226.0	1.0000	1	Too short
740	Spectrogram 1	1	7018.292083740	7018.361724854	67.0	226.0	1.0000	1	Too short
741	Waveform 1	1	7022.261627197	7022.749114990	67.0	226.0	0.2857	7	Detection
741	Spectrogram 1	1	7022.261627197	7022.749114990	67.0	226.0	0.2857	7	Detection
742	Waveform 1	1	7026.997222900	7027.066864014	67.0	226.0	1.0000	1	Too short
742	Spectrogram 1	1	7026.997222900	7027.066864014	67.0	226.0	1.0000	1	Too short
743	Waveform 1	1	7030.409637451	7031.106048584	67.0	226.0	0.2000	10	Detection
743	Spectrogram 1	1	7030.409637451	7031.106048584	67.0	226.0	0.2000	10	Detection
744	Waveform 1	1	7035.841644287	7035.911285400	67.0	226.0	1.0000	1	Too short
744	Spectrogram 1	1	7035.841644287	7035.911285400	67.0	226.0	1.0000	1	Too short
745	Waveform 1	1	7038.905853271	7039.741546631	67.0	226.0	0.5000	12	Detection
745	Spectrogram 1	1	7038.905853271	7039.741546631	67.0	226.0	0.5000	12	Detection
746	Waveform 1	1	7048.446685791	7050.048431396	67.0	226.0	0.3913	23	Detection
746	Spectrogram 1	1	7048.446685791	7050.048431396	67.0	226.0	0.3913	23	Detection
747	Waveform 1	1	7055.967926025	7057.082183838	67.0	226.0	0.3125	16	Detection
747	Spectrogram 1	1	7055.967926025	7057.082183838	67.0	226.0	0.3125	16	Detection
748	Waveform 1	1	7064.255218506	7067.528350830	67.0	226.0	0.1277	47	Too long
748	Spectrogram 1	1	7064.255218506	7067.528350830	67.0	226.0	0.1277	47	Too long
749	Waveform 1	1	7071.497894287	7072.124664307	67.0	226.0	1.0000	9	Detection
749	Spectrogram 1	1	7071.497894287	7072.124664307	67.0	226.0	1.0000	9	Detection
750	Waveform 1	1	7078.392364502	7078.462005615	67.0	226.0	1.0000	1	Too short
750	Spectrogram 1	1	7078.392364502	7078.462005615	67.0	226.0	1.0000	1	Too short
751	Waveform 1	1	7083.127960205	7083.197601318	67.0	226.0	1.0000	1	Too short
751	Spectrogram 1	1	7083.127960205	7083.197601318	67.0	226.0	1.0000	1	Too short
752	Waveform 1	1	7107.711273193	7109.661224365	67.0	226.0	0.0714	28	Too long
752	Spectrogram 1	1	7107.711273193	7109.661224365	67.0	226.0	0.0714	28	Too long
753	Waveform 1	1	7115.511077881	7115.580718994	67.0	226.0	1.0000	1	Too short
753	Spectrogram 1	1	7115.511077881	7115.580718994	67.0	226.0	1.0000	1	Too short
754	Waveform 1	1	7129.300018311	7129.369659424	67.0	226.0	1.0000	1	Too short
754	Spectrogram 1	1	7129.300018311	7129.369659424	67.0	226.0	1.0000	1	Too short
755	Waveform 1	1	7135.219512939	7138.144439697	67.0	226.0	0.0476	42	Too long
755	Spectrogram 1	1	7135.219512939	7138.144439697	67.0	226.0	0.0476	42	Too long
756	Waveform 1	1	7142.531829834	7142.601470947	67.0	226.0	1.0000	1	Too short
756	Spectrogram 1	1	7142.531829834	7142.601470947	67.0	226.0	1.0000	1	Too short
757	Waveform 1	1	7145.944244385	7146.013885498	67.0	226.0	1.0000	1	Too short
757	Spectrogram 1	1	7145.944244385	7146.013885498	67.0	226.0	1.0000	1	Too short
758	Waveform 1	1	7149.844146729	7149.913787842	67.0	226.0	1.0000	1	Too short
758	Spectrogram 1	1	7149.844146729	7149.913787842	67.0	226.0	1.0000	1	Too short
759	Waveform 1	1	7153.813690186	7154.370819092	67.0	226.0	1.0000	8	Detection
759	Spectrogram 1	1	7153.813690186	7154.370819092	67.0	226.0	1.0000	8	Detection
760	Waveform 1	1	7162.658111572	7163.075958252	67.0	226.0	1.0000	6	Too short
760	Spectrogram 1	1	7162.658111572	7163.075958252	67.0	226.0	1.0000	6	Too short
761	Waveform 1	1	7198.662567139	7200.682159424	67.0	226.0	0.1379	29	Too long
761	Spectrogram 1	1	7198.662567139	7200.682159424	67.0	226.0	0.1379	29	Too long
762	Waveform 1	1	7215.933563232	7216.003204346	67.0	226.0	1.0000	1	Too short
762	Spectrogram 1	1	7215.933563232	7216.003204346	67.0	226.0	1.0000	1	Too short
763	Waveform 1	1	7221.295928955	7221.574493408	67.0	226.0	0.7500	4	Too short
763	Spectrogram 1	1	7221.295928955	7221.574493408	67.0	226.0	0.7500	4	Too short
764	Waveform 1	1	7227.076141357	7228.260040283	67.0	226.0	0.2941	17	Detection
764	Spectrogram 1	1	7227.076141357	7228.260040283	67.0	226.0	0.2941	17	Detection
765	Waveform 1	1	7232.508148193	7232.647430420	67.0	226.0	1.0000	2	Too short
765	Spectrogram 1	1	7232.508148193	7232.647430420	67.0	226.0	1.0000	2	Too short
766	Waveform 1	1	7236.338409424	7236.408050537	67.0	226.0	1.0000	1	Too short
766	Spectrogram 1	1	7236.338409424	7236.408050537	67.0	226.0	1.0000	1	Too short
767	Waveform 1	1	7249.013092041	7249.779144287	67.0	226.0	0.3636	11	Detection
767	Spectrogram 1	1	7249.013092041	7249.779144287	67.0	226.0	0.3636	11	Detection
768	Waveform 1	1	7259.528900146	7259.598541260	67.0	226.0	1.0000	1	Too short
768	Spectrogram 1	1	7259.528900146	7259.598541260	67.0	226.0	1.0000	1	Too short
769	Waveform 1	1	7263.916290283	7264.891265869	67.0	226.0	0.4286	14	Detection
769	Spectrogram 1	1	7263.916290283	7264.891265869	67.0	226.0	0.4286	14	Detection
770	Waveform 1	1	7271.019683838	7271.089324951	67.0	226.0	1.0000	1	Too short
770	Spectrogram 1	1	7271.019683838	7271.089324951	67.0	226.0	1.0000	1	Too short
771	Waveform 1	1	7274.501739502	7275.058868408	67.0	226.0	0.7500	8	Detection
771	Spectrogram 1	1	7274.501739502	7275.058868408	67.0	226.0	0.7500	8	Detection
772	Waveform 1	1	7278.540924072	7278.610565186	67.0	226.0	1.0000	1	Too short
772	Spectrogram 1	1	7278.540924072	7278.610565186	67.0	226.0	1.0000	1	Too short
773	Waveform 1	1	7288.012115479	7293.304840088	67.0	226.0	0.0789	76	Too long
773	Spectrogram 1	1	7288.012115479	7293.304840088	67.0	226.0	0.0789	76	Too long
774	Waveform 1	1	7303.472442627	7303.611724854	67.0	226.0	1.0000	2	Too short
774	Spectrogram 1	1	7303.472442627	7303.611724854	67.0	226.0	1.0000	2	Too short
775	Waveform 1	1	7324.573699951	7325.339752197	67.0	226.0	0.5455	11	Detection
775	Spectrogram 1	1	7324.573699951	7325.339752197	67.0	226.0	0.5455	11	Detection
776	Waveform 1	1	7331.259246826	7331.328887939	67.0	226.0	1.0000	1	Too short
776	Spectrogram 1	1	7331.259246826	7331.328887939	67.0	226.0	1.0000	1	Too short
777	Waveform 1	1	7338.989410400	7339.059051514	67.0	226.0	1.0000	1	Too short
777	Spectrogram 1	1	7338.989410400	7339.059051514	67.0	226.0	1.0000	1	Too short
778	Waveform 1	1	7342.680389404	7345.048187256	67.0	226.0	0.0882	34	Too long
778	Spectrogram 1	1	7342.680389404	7345.048187256	67.0	226.0	0.0882	34	Too long
779	Waveform 1	1	7355.285430908	7355.842559814	67.0	226.0	0.2500	8	Detection
779	Spectrogram 1	1	7355.285430908	7355.842559814	67.0	226.0	0.2500	8	Detection
780	Waveform 1	1	7375.411712646	7375.481353760	67.0	226.0	1.0000	1	Too short
