Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	Frame Duration	Reason
1	Waveform 1	1	2.298126221	4.248077393	67.0	226.0	0.1071	28	Too long
1	Spectrogram 1	1	2.298126221	4.248077393	67.0	226.0	0.1071	28	Too long
2	Waveform 1	1	11.072906494	11.142547607	67.0	226.0	1.0000	1	Too short
2	Spectrogram 1	1	11.072906494	11.142547607	67.0	226.0	1.0000	1	Too short
3	Waveform 1	1	14.485321045	18.106658936	67.0	226.0	0.1538	52	Too long
3	Spectrogram 1	1	14.485321045	18.106658936	67.0	226.0	0.1538	52	Too long
4	Waveform 1	1	32.243804932	32.313446045	67.0	226.0	1.0000	1	Too short
4	Spectrogram 1	1	32.243804932	32.313446045	67.0	226.0	1.0000	1	Too short
5	Waveform 1	1	35.934783936	36.004425049	67.0	226.0	1.0000	1	Too short
5	Spectrogram 1	1	35.934783936	36.004425049	67.0	226.0	1.0000	1	Too short
6	Waveform 1	1	39.068634033	39.486480713	67.0	226.0	0.5000	6	Too short
6	Spectrogram 1	1	39.068634033	39.486480713	67.0	226.0	0.5000	6	Too short
7	Waveform 1	1	43.595306396	44.082794189	67.0	226.0	0.5714	7	Detection
7	Spectrogram 1	1	43.595306396	44.082794189	67.0	226.0	0.5714	7	Detection
8	Waveform 1	1	47.634490967	54.528961182	67.0	226.0	0.3737	99	Too long
8	Spectrogram 1	1	47.634490967	54.528961182	67.0	226.0	0.3737	99	Too long
9	Waveform 1	1	59.821685791	60.239532471	67.0	226.0	0.8333	6	Too short
9	Spectrogram 1	1	59.821685791	60.239532471	67.0	226.0	0.8333	6	Too short
10	Waveform 1	1	65.810821533	66.646514893	67.0	226.0	0.5833	12	Detection
10	Spectrogram 1	1	65.810821533	66.646514893	67.0	226.0	0.5833	12	Detection
11	Waveform 1	1	72.148162842	72.287445068	67.0	226.0	1.0000	2	Too short
11	Spectrogram 1	1	72.148162842	72.287445068	67.0	226.0	1.0000	2	Too short
12	Waveform 1	1	80.853302002	83.499664307	67.0	226.0	0.2105	38	Too long
12	Spectrogram 1	1	80.853302002	83.499664307	67.0	226.0	0.2105	38	Too long
13	Waveform 1	1	87.678131104	89.349517822	67.0	226.0	0.2083	24	Detection
13	Spectrogram 1	1	87.678131104	89.349517822	67.0	226.0	0.2083	24	Detection
14	Waveform 1	1	96.870758057	102.720611572	67.0	226.0	0.3690	84	Too long
14	Spectrogram 1	1	96.870758057	102.720611572	67.0	226.0	0.3690	84	Too long
15	Waveform 1	1	108.988311768	116.230987549	67.0	226.0	0.1058	104	Too long
15	Spectrogram 1	1	108.988311768	116.230987549	67.0	226.0	0.1058	104	Too long
16	Waveform 1	1	122.637969971	123.404022217	67.0	226.0	0.2727	11	Detection
16	Spectrogram 1	1	122.637969971	123.404022217	67.0	226.0	0.2727	11	Detection
17	Waveform 1	1	127.373565674	127.930694580	67.0	226.0	0.2500	8	Detection
17	Spectrogram 1	1	127.373565674	127.930694580	67.0	226.0	0.2500	8	Detection
18	Waveform 1	1	131.134185791	131.900238037	67.0	226.0	0.6364	11	Detection
18	Spectrogram 1	1	131.134185791	131.900238037	67.0	226.0	0.6364	11	Detection
19	Waveform 1	1	137.262603760	138.167938232	67.0	226.0	0.3077	13	Detection
19	Spectrogram 1	1	137.262603760	138.167938232	67.0	226.0	0.3077	13	Detection
20	Waveform 1	1	146.873077393	147.778411865	67.0	226.0	0.6154	13	Detection
20	Spectrogram 1	1	146.873077393	147.778411865	67.0	226.0	0.6154	13	Detection
21	Waveform 1	1	155.230010986	159.756683350	67.0	226.0	0.2308	65	Too long
21	Spectrogram 1	1	155.230010986	159.756683350	67.0	226.0	0.2308	65	Too long
22	Waveform 1	1	163.586944580	163.656585693	67.0	226.0	1.0000	1	Too short
22	Spectrogram 1	1	163.586944580	163.656585693	67.0	226.0	1.0000	1	Too short
23	Waveform 1	1	170.481414795	172.501007080	67.0	226.0	0.1724	29	Too long
23	Spectrogram 1	1	170.481414795	172.501007080	67.0	226.0	0.1724	29	Too long
24	Waveform 1	1	182.807891846	187.125640869	67.0	226.0	0.5000	62	Too long
24	Spectrogram 1	1	182.807891846	187.125640869	67.0	226.0	0.5000	62	Too long
25	Waveform 1	1	191.234466553	191.373748779	67.0	226.0	1.0000	2	Too short
25	Spectrogram 1	1	191.234466553	191.373748779	67.0	226.0	1.0000	2	Too short
26	Waveform 1	1	195.830780029	196.736114502	67.0	226.0	0.4615	13	Detection
26	Spectrogram 1	1	195.830780029	196.736114502	67.0	226.0	0.4615	13	Detection
27	Waveform 1	1	204.605560303	206.694793701	67.0	226.0	0.2333	30	Too long
27	Spectrogram 1	1	204.605560303	206.694793701	67.0	226.0	0.2333	30	Too long
28	Waveform 1	1	212.126800537	213.658905029	67.0	226.0	0.2273	22	Detection
28	Spectrogram 1	1	212.126800537	213.658905029	67.0	226.0	0.2273	22	Detection
29	Waveform 1	1	216.792755127	226.263946533	67.0	226.0	0.2353	136	Too long
29	Spectrogram 1	1	216.792755127	226.263946533	67.0	226.0	0.2353	136	Too long
30	Waveform 1	1	231.138824463	238.590423584	67.0	226.0	0.1495	107	Too long
30	Spectrogram 1	1	231.138824463	238.590423584	67.0	226.0	0.1495	107	Too long
31	Waveform 1	1	248.131256104	249.941925049	67.0	226.0	0.2308	26	Too long
31	Spectrogram 1	1	248.131256104	249.941925049	67.0	226.0	0.2308	26	Too long
32	Waveform 1	1	253.632904053	254.816802979	67.0	226.0	0.4706	17	Detection
32	Spectrogram 1	1	253.632904053	254.816802979	67.0	226.0	0.4706	17	Detection
33	Waveform 1	1	259.343475342	270.277130127	67.0	226.0	0.1338	157	Too long
33	Spectrogram 1	1	259.343475342	270.277130127	67.0	226.0	0.1338	157	Too long
34	Waveform 1	1	277.101959229	280.792938232	67.0	226.0	0.0943	53	Too long
34	Spectrogram 1	1	277.101959229	280.792938232	67.0	226.0	0.0943	53	Too long
35	Waveform 1	1	287.617767334	290.124847412	67.0	226.0	0.1667	36	Too long
35	Spectrogram 1	1	287.617767334	290.124847412	67.0	226.0	0.1667	36	Too long
36	Waveform 1	1	294.164031982	296.462188721	67.0	226.0	0.1818	33	Too long
36	Spectrogram 1	1	294.164031982	296.462188721	67.0	226.0	0.1818	33	Too long
37	Waveform 1	1	303.287017822	312.270721436	67.0	226.0	0.1628	129	Too long
37	Spectrogram 1	1	303.287017822	312.270721436	67.0	226.0	0.1628	129	Too long
38	Waveform 1	1	319.025909424	322.856170654	67.0	226.0	0.1091	55	Too long
38	Spectrogram 1	1	319.025909424	322.856170654	67.0	226.0	0.1091	55	Too long
39	Waveform 1	1	327.939971924	331.770233154	67.0	226.0	0.1091	55	Too long
39	Spectrogram 1	1	327.939971924	331.770233154	67.0	226.0	0.1091	55	Too long
40	Waveform 1	1	339.709320068	346.255584717	67.0	226.0	0.2128	94	Too long
40	Spectrogram 1	1	339.709320068	346.255584717	67.0	226.0	0.2128	94	Too long
41	Waveform 1	1	351.060821533	353.428619385	67.0	226.0	0.5882	34	Too long
41	Spectrogram 1	1	351.060821533	353.428619385	67.0	226.0	0.5882	34	Too long
42	Waveform 1	1	359.487396240	361.019500732	67.0	226.0	0.3182	22	Detection
42	Spectrogram 1	1	359.487396240	361.019500732	67.0	226.0	0.3182	22	Detection
43	Waveform 1	1	368.053253174	371.883514404	67.0	226.0	0.6182	55	Too long
43	Spectrogram 1	1	368.053253174	371.883514404	67.0	226.0	0.6182	55	Too long
44	Waveform 1	1	377.524444580	377.594085693	67.0	226.0	1.0000	1	Too short
44	Spectrogram 1	1	377.524444580	377.594085693	67.0	226.0	1.0000	1	Too short
45	Waveform 1	1	381.842193604	382.051116943	67.0	226.0	1.0000	3	Too short
45	Spectrogram 1	1	381.842193604	382.051116943	67.0	226.0	1.0000	3	Too short
46	Waveform 1	1	385.951019287	391.034820557	67.0	226.0	0.1370	73	Too long
46	Spectrogram 1	1	385.951019287	391.034820557	67.0	226.0	0.1370	73	Too long
47	Waveform 1	1	396.118621826	402.873809814	67.0	226.0	0.1649	97	Too long
47	Spectrogram 1	1	396.118621826	402.873809814	67.0	226.0	0.1649	97	Too long
48	Waveform 1	1	406.912994385	407.052276611	67.0	226.0	1.0000	2	Too short
48	Spectrogram 1	1	406.912994385	407.052276611	67.0	226.0	1.0000	2	Too short
49	Waveform 1	1	410.603973389	415.618133545	67.0	226.0	0.1528	72	Too long
49	Spectrogram 1	1	410.603973389	415.618133545	67.0	226.0	0.1528	72	Too long
50	Waveform 1	1	420.423370361	420.980499268	67.0	226.0	0.8750	8	Detection
50	Spectrogram 1	1	420.423370361	420.980499268	67.0	226.0	0.8750	8	Detection
51	Waveform 1	1	426.064300537	426.342864990	67.0	226.0	1.0000	4	Too short
51	Spectrogram 1	1	426.064300537	426.342864990	67.0	226.0	1.0000	4	Too short
52	Waveform 1	1	434.142669678	438.947906494	67.0	226.0	0.4348	69	Too long
52	Spectrogram 1	1	434.142669678	438.947906494	67.0	226.0	0.4348	69	Too long
53	Waveform 1	1	444.379913330	450.020843506	67.0	226.0	0.1235	81	Too long
53	Spectrogram 1	1	444.379913330	450.020843506	67.0	226.0	0.1235	81	Too long
54	Waveform 1	1	461.929473877	464.993682861	67.0	226.0	0.0455	44	Too long
54	Spectrogram 1	1	461.929473877	464.993682861	67.0	226.0	0.0455	44	Too long
55	Waveform 1	1	479.827239990	482.543243408	67.0	226.0	0.1026	39	Too long
55	Spectrogram 1	1	479.827239990	482.543243408	67.0	226.0	0.1026	39	Too long
56	Waveform 1	1	486.094940186	486.164581299	67.0	226.0	1.0000	1	Too short
56	Spectrogram 1	1	486.094940186	486.164581299	67.0	226.0	1.0000	1	Too short
57	Waveform 1	1	501.624908447	501.694549561	67.0	226.0	1.0000	1	Too short
57	Spectrogram 1	1	501.624908447	501.694549561	67.0	226.0	1.0000	1	Too short
58	Waveform 1	1	509.146148682	510.538970947	67.0	226.0	0.1000	20	Too sparse
58	Spectrogram 1	1	509.146148682	510.538970947	67.0	226.0	0.1000	20	Too sparse
59	Waveform 1	1	520.358367920	523.144012451	67.0	226.0	0.1750	40	Too long
59	Spectrogram 1	1	520.358367920	523.144012451	67.0	226.0	0.1750	40	Too long
60	Waveform 1	1	534.704437256	534.774078369	67.0	226.0	1.0000	1	Too short
60	Spectrogram 1	1	534.704437256	534.774078369	67.0	226.0	1.0000	1	Too short
61	Waveform 1	1	538.465057373	540.206085205	67.0	226.0	0.0800	25	Too sparse
61	Spectrogram 1	1	538.465057373	540.206085205	67.0	226.0	0.0800	25	Too sparse
62	Waveform 1	1	545.916656494	545.986297607	67.0	226.0	1.0000	1	Too short
62	Spectrogram 1	1	545.916656494	545.986297607	67.0	226.0	1.0000	1	Too short
63	Waveform 1	1	556.432464600	556.919952393	67.0	226.0	1.0000	7	Detection
63	Spectrogram 1	1	556.432464600	556.919952393	67.0	226.0	1.0000	7	Detection
64	Waveform 1	1	568.480377197	568.898223877	67.0	226.0	0.3333	6	Too short
64	Spectrogram 1	1	568.480377197	568.898223877	67.0	226.0	0.3333	6	Too short
65	Waveform 1	1	577.324798584	577.533721924	67.0	226.0	1.0000	3	Too short
65	Spectrogram 1	1	577.324798584	577.533721924	67.0	226.0	1.0000	3	Too short
66	Waveform 1	1	586.169219971	587.213836670	67.0	226.0	0.2000	15	Detection
66	Spectrogram 1	1	586.169219971	587.213836670	67.0	226.0	0.2000	15	Detection
67	Waveform 1	1	595.222564697	595.292205811	67.0	226.0	1.0000	1	Too short
67	Spectrogram 1	1	595.222564697	595.292205811	67.0	226.0	1.0000	1	Too short
68	Waveform 1	1	604.206268311	608.245452881	67.0	226.0	0.0862	58	Too long
68	Spectrogram 1	1	604.206268311	608.245452881	67.0	226.0	0.0862	58	Too long
69	Waveform 1	1	623.357574463	623.427215576	67.0	226.0	1.0000	1	Too short
69	Spectrogram 1	1	623.357574463	623.427215576	67.0	226.0	1.0000	1	Too short
70	Waveform 1	1	650.308685303	650.378326416	67.0	226.0	1.0000	1	Too short
70	Spectrogram 1	1	650.308685303	650.378326416	67.0	226.0	1.0000	1	Too short
71	Waveform 1	1	653.442535400	653.512176514	67.0	226.0	1.0000	1	Too short
71	Spectrogram 1	1	653.442535400	653.512176514	67.0	226.0	1.0000	1	Too short
72	Waveform 1	1	706.509063721	706.578704834	67.0	226.0	1.0000	1	Too short
72	Spectrogram 1	1	706.509063721	706.578704834	67.0	226.0	1.0000	1	Too short
73	Waveform 1	1	713.612457275	713.682098389	67.0	226.0	1.0000	1	Too short
73	Spectrogram 1	1	713.612457275	713.682098389	67.0	226.0	1.0000	1	Too short
74	Waveform 1	1	717.233795166	717.303436279	67.0	226.0	1.0000	1	Too short
74	Spectrogram 1	1	717.233795166	717.303436279	67.0	226.0	1.0000	1	Too short
75	Waveform 1	1	720.576568604	721.203338623	67.0	226.0	0.6667	9	Detection
75	Spectrogram 1	1	720.576568604	721.203338623	67.0	226.0	0.6667	9	Detection
76	Waveform 1	1	744.881317139	745.229522705	67.0	226.0	1.0000	5	Too short
76	Spectrogram 1	1	744.881317139	745.229522705	67.0	226.0	1.0000	5	Too short
77	Waveform 1	1	752.402557373	755.745330811	67.0	226.0	0.1250	48	Too long
77	Spectrogram 1	1	752.402557373	755.745330811	67.0	226.0	0.1250	48	Too long
78	Waveform 1	1	770.578887939	770.648529053	67.0	226.0	1.0000	1	Too short
78	Spectrogram 1	1	770.578887939	770.648529053	67.0	226.0	1.0000	1	Too short
79	Waveform 1	1	789.939117432	790.008758545	67.0	226.0	1.0000	1	Too short
79	Spectrogram 1	1	789.939117432	790.008758545	67.0	226.0	1.0000	1	Too short
80	Waveform 1	1	820.233001709	826.082855225	67.0	226.0	0.0833	84	Too long
80	Spectrogram 1	1	820.233001709	826.082855225	67.0	226.0	0.0833	84	Too long
81	Waveform 1	1	833.325531006	833.395172119	67.0	226.0	1.0000	1	Too short
81	Spectrogram 1	1	833.325531006	833.395172119	67.0	226.0	1.0000	1	Too short
82	Waveform 1	1	872.463836670	873.020965576	67.0	226.0	0.3750	8	Detection
82	Spectrogram 1	1	872.463836670	873.020965576	67.0	226.0	0.3750	8	Detection
83	Waveform 1	1	908.746856689	910.278961182	67.0	226.0	0.2273	22	Detection
83	Spectrogram 1	1	908.746856689	910.278961182	67.0	226.0	0.2273	22	Detection
84	Waveform 1	1	914.178863525	916.268096924	67.0	226.0	0.2333	30	Too long
84	Spectrogram 1	1	914.178863525	916.268096924	67.0	226.0	0.2333	30	Too long
85	Waveform 1	1	921.212615967	921.839385986	67.0	226.0	0.4444	9	Detection
85	Spectrogram 1	1	921.212615967	921.839385986	67.0	226.0	0.4444	9	Detection
86	Waveform 1	1	925.112518311	925.182159424	67.0	226.0	1.0000	1	Too short
86	Spectrogram 1	1	925.112518311	925.182159424	67.0	226.0	1.0000	1	Too short
87	Waveform 1	1	929.499908447	929.569549561	67.0	226.0	1.0000	1	Too short
87	Spectrogram 1	1	929.499908447	929.569549561	67.0	226.0	1.0000	1	Too short
88	Waveform 1	1	944.542388916	944.612030029	67.0	226.0	1.0000	1	Too short
88	Spectrogram 1	1	944.542388916	944.612030029	67.0	226.0	1.0000	1	Too short
89	Waveform 1	1	955.336761475	955.406402588	67.0	226.0	1.0000	1	Too short
89	Spectrogram 1	1	955.336761475	955.406402588	67.0	226.0	1.0000	1	Too short
90	Waveform 1	1	958.540252686	958.749176025	67.0	226.0	0.6667	3	Too short
90	Spectrogram 1	1	958.540252686	958.749176025	67.0	226.0	0.6667	3	Too short
91	Waveform 1	1	963.902618408	964.181182861	67.0	226.0	0.5000	4	Too short
91	Spectrogram 1	1	963.902618408	964.181182861	67.0	226.0	0.5000	4	Too short
92	Waveform 1	1	971.632781982	971.702423096	67.0	226.0	1.0000	1	Too short
92	Spectrogram 1	1	971.632781982	971.702423096	67.0	226.0	1.0000	1	Too short
93	Waveform 1	1	977.691558838	982.845001221	67.0	226.0	0.1351	74	Too long
93	Spectrogram 1	1	977.691558838	982.845001221	67.0	226.0	0.1351	74	Too long
94	Waveform 1	1	988.764495850	988.834136963	67.0	226.0	1.0000	1	Too short
94	Spectrogram 1	1	988.764495850	988.834136963	67.0	226.0	1.0000	1	Too short
95	Waveform 1	1	994.475067139	995.658966064	67.0	226.0	0.1176	17	Too sparse
95	Spectrogram 1	1	994.475067139	995.658966064	67.0	226.0	0.1176	17	Too sparse
96	Waveform 1	1	1009.935394287	1011.815704346	67.0	226.0	0.0741	27	Too long
96	Spectrogram 1	1	1009.935394287	1011.815704346	67.0	226.0	0.0741	27	Too long
97	Waveform 1	1	1016.481658936	1016.551300049	67.0	226.0	1.0000	1	Too short
97	Spectrogram 1	1	1016.481658936	1016.551300049	67.0	226.0	1.0000	1	Too short
98	Waveform 1	1	1022.888641357	1023.933258057	67.0	226.0	0.2000	15	Detection
98	Spectrogram 1	1	1022.888641357	1023.933258057	67.0	226.0	0.2000	15	Detection
99	Waveform 1	1	1032.847320557	1032.916961670	67.0	226.0	1.0000	1	Too short
99	Spectrogram 1	1	1032.847320557	1032.916961670	67.0	226.0	1.0000	1	Too short
100	Waveform 1	1	1038.836456299	1039.323944092	67.0	226.0	0.7143	7	Detection
100	Spectrogram 1	1	1038.836456299	1039.323944092	67.0	226.0	0.7143	7	Detection
101	Waveform 1	1	1056.107452393	1056.664581299	67.0	226.0	1.0000	8	Detection
101	Spectrogram 1	1	1056.107452393	1056.664581299	67.0	226.0	1.0000	8	Detection
102	Waveform 1	1	1073.796295166	1076.303375244	67.0	226.0	0.1944	36	Too long
102	Spectrogram 1	1	1073.796295166	1076.303375244	67.0	226.0	0.1944	36	Too long
103	Waveform 1	1	1080.481842041	1085.983489990	67.0	226.0	0.1013	79	Too long
103	Spectrogram 1	1	1080.481842041	1085.983489990	67.0	226.0	0.1013	79	Too long
104	Waveform 1	1	1091.554779053	1091.624420166	67.0	226.0	1.0000	1	Too short
104	Spectrogram 1	1	1091.554779053	1091.624420166	67.0	226.0	1.0000	1	Too short
105	Waveform 1	1	1096.151092529	1096.220733643	67.0	226.0	1.0000	1	Too short
105	Spectrogram 1	1	1096.151092529	1096.220733643	67.0	226.0	1.0000	1	Too short
106	Waveform 1	1	1105.204437256	1105.691925049	67.0	226.0	0.7143	7	Detection
106	Spectrogram 1	1	1105.204437256	1105.691925049	67.0	226.0	0.7143	7	Detection
107	Waveform 1	1	1113.631011963	1113.909576416	67.0	226.0	0.5000	4	Too short
107	Spectrogram 1	1	1113.631011963	1113.909576416	67.0	226.0	0.5000	4	Too short
108	Waveform 1	1	1118.296966553	1118.366607666	67.0	226.0	1.0000	1	Too short
108	Spectrogram 1	1	1118.296966553	1118.366607666	67.0	226.0	1.0000	1	Too short
109	Waveform 1	1	1124.982513428	1125.052154541	67.0	226.0	1.0000	1	Too short
109	Spectrogram 1	1	1124.982513428	1125.052154541	67.0	226.0	1.0000	1	Too short
110	Waveform 1	1	1128.464569092	1128.603851318	67.0	226.0	1.0000	2	Too short
110	Spectrogram 1	1	1128.464569092	1128.603851318	67.0	226.0	1.0000	2	Too short
111	Waveform 1	1	1134.801910400	1134.871551514	67.0	226.0	1.0000	1	Too short
111	Spectrogram 1	1	1134.801910400	1134.871551514	67.0	226.0	1.0000	1	Too short
112	Waveform 1	1	1139.050018311	1143.646331787	67.0	226.0	0.0606	66	Too long
112	Spectrogram 1	1	1139.050018311	1143.646331787	67.0	226.0	0.0606	66	Too long
113	Waveform 1	1	1150.610443115	1150.680084229	67.0	226.0	1.0000	1	Too short
113	Spectrogram 1	1	1150.610443115	1150.680084229	67.0	226.0	1.0000	1	Too short
114	Waveform 1	1	1156.112091064	1156.947784424	67.0	226.0	0.5000	12	Detection
114	Spectrogram 1	1	1156.112091064	1156.947784424	67.0	226.0	0.5000	12	Detection
115	Waveform 1	1	1162.936920166	1163.215484619	67.0	226.0	0.5000	4	Too short
115	Spectrogram 1	1	1162.936920166	1163.215484619	67.0	226.0	0.5000	4	Too short
116	Waveform 1	1	1170.806365967	1170.876007080	67.0	226.0	1.0000	1	Too short
116	Spectrogram 1	1	1170.806365967	1170.876007080	67.0	226.0	1.0000	1	Too short
117	Waveform 1	1	1174.009857178	1174.358062744	67.0	226.0	1.0000	5	Too short
117	Spectrogram 1	1	1174.009857178	1174.358062744	67.0	226.0	1.0000	5	Too short
118	Waveform 1	1	1181.809661865	1184.386383057	67.0	226.0	0.1351	37	Too long
118	Spectrogram 1	1	1181.809661865	1184.386383057	67.0	226.0	0.1351	37	Too long
119	Waveform 1	1	1192.534393311	1196.086090088	67.0	226.0	0.0784	51	Too long
119	Spectrogram 1	1	1192.534393311	1196.086090088	67.0	226.0	0.0784	51	Too long
120	Waveform 1	1	1200.125274658	1200.264556885	67.0	226.0	1.0000	2	Too short
120	Spectrogram 1	1	1200.125274658	1200.264556885	67.0	226.0	1.0000	2	Too short
121	Waveform 1	1	1205.139434814	1211.267852783	67.0	226.0	0.0682	88	Too long
121	Spectrogram 1	1	1205.139434814	1211.267852783	67.0	226.0	0.0682	88	Too long
122	Waveform 1	1	1220.878326416	1225.544281006	67.0	226.0	0.1045	67	Too long
122	Spectrogram 1	1	1220.878326416	1225.544281006	67.0	226.0	0.1045	67	Too long
123	Waveform 1	1	1228.608489990	1228.678131104	67.0	226.0	1.0000	1	Too short
123	Spectrogram 1	1	1228.608489990	1228.678131104	67.0	226.0	1.0000	1	Too short
124	Waveform 1	1	1231.742340088	1236.477935791	67.0	226.0	0.1618	68	Too long
124	Spectrogram 1	1	1231.742340088	1236.477935791	67.0	226.0	0.1618	68	Too long
125	Waveform 1	1	1246.018768311	1246.088409424	67.0	226.0	1.0000	1	Too short
125	Spectrogram 1	1	1246.018768311	1246.088409424	67.0	226.0	1.0000	1	Too short
126	Waveform 1	1	1255.072113037	1259.738067627	67.0	226.0	0.2687	67	Too long
126	Spectrogram 1	1	1255.072113037	1259.738067627	67.0	226.0	0.2687	67	Too long
127	Waveform 1	1	1267.607513428	1270.811004639	67.0	226.0	0.2174	46	Too long
127	Spectrogram 1	1	1267.607513428	1270.811004639	67.0	226.0	0.2174	46	Too long
128	Waveform 1	1	1274.989471436	1277.287628174	67.0	226.0	0.1515	33	Too long
128	Spectrogram 1	1	1274.989471436	1277.287628174	67.0	226.0	0.1515	33	Too long
129	Waveform 1	1	1285.296356201	1287.246307373	67.0	226.0	0.1071	28	Too long
129	Spectrogram 1	1	1285.296356201	1287.246307373	67.0	226.0	0.1071	28	Too long
130	Waveform 1	1	1295.046112061	1295.463958740	67.0	226.0	0.6667	6	Too short
130	Spectrogram 1	1	1295.046112061	1295.463958740	67.0	226.0	0.6667	6	Too short
131	Waveform 1	1	1310.088592529	1310.993927002	67.0	226.0	0.7692	13	Detection
131	Spectrogram 1	1	1310.088592529	1310.993927002	67.0	226.0	0.7692	13	Detection
132	Waveform 1	1	1321.857940674	1322.275787354	67.0	226.0	0.6667	6	Too short
132	Spectrogram 1	1	1321.857940674	1322.275787354	67.0	226.0	0.6667	6	Too short
133	Waveform 1	1	1329.170257568	1329.866668701	67.0	226.0	1.0000	10	Detection
133	Spectrogram 1	1	1329.170257568	1329.866668701	67.0	226.0	1.0000	10	Detection
134	Waveform 1	1	1334.184417725	1336.761138916	67.0	226.0	0.2432	37	Too long
134	Spectrogram 1	1	1334.184417725	1336.761138916	67.0	226.0	0.2432	37	Too long
135	Waveform 1	1	1345.187713623	1347.555511475	67.0	226.0	0.0882	34	Too long
135	Spectrogram 1	1	1345.187713623	1347.555511475	67.0	226.0	0.0882	34	Too long
136	Waveform 1	1	1350.828643799	1351.525054932	67.0	226.0	0.8000	10	Detection
136	Spectrogram 1	1	1350.828643799	1351.525054932	67.0	226.0	0.8000	10	Detection
137	Waveform 1	1	1361.483734131	1364.408660889	67.0	226.0	0.0952	42	Too long
137	Spectrogram 1	1	1361.483734131	1364.408660889	67.0	226.0	0.0952	42	Too long
138	Waveform 1	1	1367.890716553	1372.835235596	67.0	226.0	0.0986	71	Too long
138	Spectrogram 1	1	1367.890716553	1372.835235596	67.0	226.0	0.0986	71	Too long
139	Waveform 1	1	1380.217193604	1384.813507080	67.0	226.0	0.2576	66	Too long
139	Spectrogram 1	1	1380.217193604	1384.813507080	67.0	226.0	0.2576	66	Too long
140	Waveform 1	1	1396.722137451	1396.791778564	67.0	226.0	1.0000	1	Too short
140	Spectrogram 1	1	1396.722137451	1396.791778564	67.0	226.0	1.0000	1	Too short
141	Waveform 1	1	1400.552398682	1400.622039795	67.0	226.0	1.0000	1	Too short
141	Spectrogram 1	1	1400.552398682	1400.622039795	67.0	226.0	1.0000	1	Too short
142	Waveform 1	1	1404.104095459	1408.282562256	67.0	226.0	0.1500	60	Too long
142	Spectrogram 1	1	1404.104095459	1408.282562256	67.0	226.0	0.1500	60	Too long
143	Waveform 1	1	1417.893035889	1422.071502686	67.0	226.0	0.2333	60	Too long
143	Spectrogram 1	1	1417.893035889	1422.071502686	67.0	226.0	0.2333	60	Too long
144	Waveform 1	1	1429.801666260	1430.846282959	67.0	226.0	0.2000	15	Detection
144	Spectrogram 1	1	1429.801666260	1430.846282959	67.0	226.0	0.2000	15	Detection
145	Waveform 1	1	1435.372955322	1439.203216553	67.0	226.0	0.1818	55	Too long
145	Spectrogram 1	1	1435.372955322	1439.203216553	67.0	226.0	0.1818	55	Too long
146	Waveform 1	1	1446.028045654	1448.744049072	67.0	226.0	0.1538	39	Too long
146	Spectrogram 1	1	1446.028045654	1448.744049072	67.0	226.0	0.1538	39	Too long
147	Waveform 1	1	1456.404571533	1461.906219482	67.0	226.0	0.1772	79	Too long
147	Spectrogram 1	1	1456.404571533	1461.906219482	67.0	226.0	0.1772	79	Too long
148	Waveform 1	1	1471.029205322	1471.447052002	67.0	226.0	0.5000	6	Too short
148	Spectrogram 1	1	1471.029205322	1471.447052002	67.0	226.0	0.5000	6	Too short
149	Waveform 1	1	1481.545013428	1491.016204834	67.0	226.0	0.0882	136	Too long
149	Spectrogram 1	1	1481.545013428	1491.016204834	67.0	226.0	0.0882	136	Too long
150	Waveform 1	1	1494.150054932	1494.219696045	67.0	226.0	1.0000	1	Too short
150	Spectrogram 1	1	1494.150054932	1494.219696045	67.0	226.0	1.0000	1	Too short
151	Waveform 1	1	1497.562469482	1497.980316162	67.0	226.0	0.5000	6	Too short
151	Spectrogram 1	1	1497.562469482	1497.980316162	67.0	226.0	0.5000	6	Too short
152	Waveform 1	1	1500.974884033	1501.044525146	67.0	226.0	1.0000	1	Too short
152	Spectrogram 1	1	1500.974884033	1501.044525146	67.0	226.0	1.0000	1	Too short
153	Waveform 1	1	1508.983612061	1511.629974365	67.0	226.0	0.1579	38	Too long
153	Spectrogram 1	1	1508.983612061	1511.629974365	67.0	226.0	0.1579	38	Too long
154	Waveform 1	1	1519.847625732	1520.195831299	67.0	226.0	0.4000	5	Too short
154	Spectrogram 1	1	1519.847625732	1520.195831299	67.0	226.0	0.4000	5	Too short
155	Waveform 1	1	1524.652862549	1524.722503662	67.0	226.0	1.0000	1	Too short
155	Spectrogram 1	1	1524.652862549	1524.722503662	67.0	226.0	1.0000	1	Too short
156	Waveform 1	1	1532.940155029	1533.915130615	67.0	226.0	0.2857	14	Detection
156	Spectrogram 1	1	1532.940155029	1533.915130615	67.0	226.0	0.2857	14	Detection
157	Waveform 1	1	1544.013092041	1544.082733154	67.0	226.0	1.0000	1	Too short
157	Spectrogram 1	1	1544.013092041	1544.082733154	67.0	226.0	1.0000	1	Too short
158	Waveform 1	1	1550.977203369	1551.395050049	67.0	226.0	1.0000	6	Too short
158	Spectrogram 1	1	1550.977203369	1551.395050049	67.0	226.0	1.0000	6	Too short
159	Waveform 1	1	1559.682342529	1559.751983643	67.0	226.0	1.0000	1	Too short
